0,76520,5399,61316
0,20780,26093,65475
0,79233,17988,29015
0,53005,1835,511
0,29598,2313,37047
0,37921,45312,6219
0,18281,47219,44864
0,66168,33746,22587
0,56990,17129,14982
0,46569,10631,54677
1,43391,32641,66057
1,25781,51889,37872
1,64001,51093,30309
1,58437,48979,40948
1,36288,49656,63473
1,39934,8044,36121
1,33111,19340,31541
1,26255,13906,23660
1,34,51093,51386
1,35842,23507,28174
2,28899,50292,25215
2,38640,2251,2250
2,82347,49208,24700
2,2288,27378,41808
2,47587,11759,14528
2,41390,21720,11740
2,76731,2251,4082
2,23464,58948,49906
2,45101,57855,47016
2,78396,15002,4082
3,83648,859,46037
3,6499,55502,6780
3,41935,38667,57382
3,36882,39056,2110
3,41935,52705,32758
3,8695,47759,40138
3,28219,32876,56342
3,80777,24769,26187
3,79159,32013,11331
3,39375,56374,13587
4,34962,26468,40767
4,20835,26468,40767
4,69777,26968,15056
4,79269,33997,16559
4,46773,24473,55746
4,62480,25130,61401
4,72614,8196,12558
4,32817,727,36932
4,80176,52146,29482
4,13396,47034,9032
5,39570,5910,47166
5,23581,5910,47166
5,67786,25603,55119
5,82215,49541,55780
5,12091,32891,41965
5,38816,14402,47258
5,23592,49541,55780
5,58043,58003,46811
5,59759,55477,17764
5,4713,44364,17814
6,4097,49396,48584
6,11817,55266,21934
6,52042,44694,64351
6,48113,41020,3896
6,17258,44694,1589
6,71878,52918,12183
6,5624,59399,23835
6,75176,6519,23349
6,33463,50889,38352
6,15463,26427,4975
7,45822,35428,44755
7,49776,38291,60098
7,22758,33466,52268
7,49501,35428,44755
7,21941,22338,6985
7,16574,2913,66070
7,69883,33466,46025
7,66553,615,39179
7,43884,38280,48852
7,65828,16462,12683
8,26623,14976,54939
8,32472,19094,12402
8,32371,9593,61515
8,83324,35283,41151
8,14763,33476,50078
8,33645,53389,37397
8,46603,36000,23316
8,7282,45137,36906
8,41390,1624,17886
8,50875,28145,27311
9,74282,1912,43967
9,2253,15330,36128
9,40153,6146,22644
9,83191,5001,29137
9,64502,1912,43967
9,13236,56128,54276
9,31462,45975,4633
9,31340,10204,56123
9,73707,30022,7060
9,83990,30022,7060
10,24895,23128,46777
10,9159,34454,13267
10,37719,23128,46777
10,79821,35211,44140
10,62536,45294,60880
10,43026,36071,7290
10,77016,22842,50385
10,3363,7917,4098
10,78500,21242,16845
10,69826,17803,14645
11,77196,35632,1850
11,11297,55305,61421
11,20494,51378,59415
11,67141,46313,65429
11,56175,46313,65429
11,16989,60003,6928
11,69791,47508,39352
11,59317,21428,31895
11,10249,6092,25995
11,22322,39400,48328
12,71496,33479,4344
12,50362,36051,64234
12,83991,36830,13110
12,51680,28177,42033
12,25078,28177,42033
12,71267,12094,65441
12,49001,7552,56391
12,37144,303,242
12,5917,49147,64819
12,28093,32240,28034
13,39935,39553,14315
13,82788,10640,22547
13,82417,17824,1293
13,7443,57531,48266
13,1079,35217,21319
13,46348,19426,31796
13,67801,41895,32955
13,34722,42634,37855
13,43911,8168,23205
13,26897,25481,38865
14,84330,55919,21119
14,79649,18683,30704
14,7343,54280,51005
14,2556,41499,37279
14,61381,56793,58176
14,23775,20746,596
14,79554,185,37999
14,46044,34038,61749
14,11997,41499,596
14,8963,41993,24768
15,26913,55708,24278
15,60081,16501,15695
15,65841,55945,15035
15,18364,59126,19523
15,26144,50494,47667
15,28298,16501,15695
15,12635,56528,44972
15,46513,59126,19523
15,25798,44687,48425
15,59877,53910,26373
16,63160,49903,12936
16,12263,49903,12936
16,81286,17554,26251
16,38293,51403,28909
16,84035,59744,50577
16,71485,3697,56707
16,39038,43820,40455
16,80752,52458,29930
16,20053,52799,1371
16,84454,47479,31756
17,47519,33216,55878
17,23716,26747,1745
17,85232,59012,53403
17,23275,26747,18677
17,47813,59012,53403
17,64538,2786,60544
17,29333,29542,28591
17,18486,26747,15734
17,47797,42643,63187
17,13941,52799,7591
18,64497,16304,54740
18,84749,2435,47619
18,43364,11036,6356
18,46796,43600,10856
18,60565,40313,62058
18,8610,36694,43617
18,27208,36694,43617
18,50535,3167,6356
18,82067,16304,54740
18,60932,38177,26951
19,40278,13458,15074
19,19195,14341,17218
19,43269,34800,8278
19,48101,34800,8278
19,18505,16088,63496
19,432,52720,47329
19,27020,14341,17218
19,37777,59551,4206
19,59145,13458,8068
19,284,19564,14282
20,60761,44851,6210
20,42781,34612,53568
20,23062,11,60770
20,41088,45024,14366
20,25350,42328,30007
20,71290,49459,10148
20,71007,15383,41876
20,75494,6576,26860
20,22179,7530,28636
20,4930,49459,10148
21,32011,16737,55567
21,1891,58738,49437
21,39886,50703,45953
21,1891,17223,59540
21,80800,58738,49437
21,56710,10771,10530
21,20112,37155,52336
21,5472,11624,5706
21,6252,38477,48914
21,23678,4464,16779
22,82989,51073,62947
22,82198,20745,25763
22,51222,15913,8651
22,7399,2518,65405
22,37498,22435,60506
22,1274,12334,26924
22,49726,15662,57628
22,47495,30446,57731
22,29030,5429,28819
22,51717,21437,60956
23,9873,32795,12304
23,73890,33580,15561
23,25299,18563,2212
23,83611,9226,55827
23,76213,18563,2212
23,80903,52231,45101
23,50296,53288,6916
23,71458,1445,45618
23,29668,18616,28066
23,70963,44065,35746
24,7611,23574,53576
24,80605,39008,54692
24,74924,41956,54692
24,1951,41956,54692
24,36957,35683,25045
24,37103,4194,30471
24,3437,23574,42942
24,19604,5009,34378
